title,titleEtc,prodYear,directorNm,actorNm,nation,company,plot,runtime,rating,genre,kmdbUrl,type,use,repRlsDate,releaseDates,isReRelease,posters,stlls,vodUrl,ratingNo,ratingGrade,modDate,regDate
 난징사진관,난징사진관^南京照相馆^난징 사진관^Dead to Rights^Nanjing Zhao Xiang Guan,2025,신오,"류호연, 왕전군, 고엽, 왕효",중국,"차이나 필름 그룹,Super Lion Culture Communication,Yuuya M","1937년, 젊은 우편 배달부 ‘아창’은 전쟁 속 목숨을 부지하기 위해 일본군 종군 기자 ‘이토 히데오’의 요청으로 난징의 한 사진관에서 사진을 인화하게 된다.사진관 주인 ‘진씨’ 가족과 그곳에 하나 둘 모인 피난민들그리고 비밀리에 인화된 수백 장의 사진그 사진 속에는 일본군의 참혹한 만행과 살아 남기 위해 숨죽인 평범한 이들의 모습이 담겨 있었다.정체가 드러날 위기 속, ‘아창’은 사진관을 임시 피난처로 지키며 세상에 알려야 할 진실, 그 증거들을 모은다.그리고 마침내 숨겨둔 필름 한 통이 전 세계에 알려지며 진실이 밝혀지는데..",137,15세이상관람가,"드라마,전쟁",https://www.kmdb.or.kr/db/kor/detail/movie/F/64613,극영화,극장용,20251105,20251105,False,http://file.koreafilm.or.kr/thm/02/99/19/16/tn_DPF031983.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/67/tn_DST924167.jpg,,2025-MF02610,15세이상관람가,20251010,20250901
 세계의 주인,세계의주인^세계의 주인^세계의주인^The World of Love (Segyeui juin),2025,윤가은,"서수빈, 장혜진, 김정식, 강채윤, 이재희, 김예창, 이상희, 이대연, 고민시, 김석훈",대한민국,"㈜세모시,볼미디어㈜","당신은 그녀가 어떤 사람으로 보이나요?명랑한 친구, 뻔뻔한 딸, 짓궂은 여친, 알다가도 모르겠는 18세 여고생 이주인어느 날, 주인이 홧김에 질러버린 한 마디가 주변을 혼란에 빠뜨리고설상가상 주인을 추궁하는 익명의 쪽지가 오면서, 평온했던 모두의 세계에 균열이 생기기 시작하는데…“이주인, 뭐가 진짜 너야?”단지 자기의 세계를 지키고 싶었던 주인은 다시 예전처럼 돌아갈 수 있을까?",119,12세이상관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/K/39917,극영화,극장용,20251022,20251022,False,http://file.koreafilm.or.kr/thm/02/99/19/10/tn_DPK024438.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/69/tn_DST924317.jpg,,2025-MF02264,12세이상관람가,20251020,20250812
 투게더,투게더^투게더^Together,2025,마이클 섕크스,"데이브 프랑코, 앨리슨 브리, 데이먼 헤리먼, 칼 리치먼드, 잭 케니","오스트레일리아,미국","Picturestart,1.21,30WEST,Princess Pictures,Tango E",관계의 한계에 부딪힌 오래된 커플 팀과 밀리.어느 날 서로의 몸이 점점 붙어버리기 시작하는데…세포까지 붙어버리는 완전히 새로운 바디 호러 로맨스가 온다!,102,15세이상관람가,"공포,멜로/로맨스",https://www.kmdb.or.kr/db/kor/detail/movie/F/64124,극영화,극장용,20250903,20250903,False,http://file.koreafilm.or.kr/thm/02/99/19/08/tn_DPF031641.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/10/tn_DST908511.jpg,,2025-MF01918,15세이상관람가,20250902,20250707
" 파리, 밤의 여행자들","파리,밤의여행자들^파리, 밤의 여행자들^Les passagers de la nuit^파리밤의여행자들, 파리 밤의 여행자들, 파리, 밤의여행자들, 파리 밤의여행자들, 더 패신저스 오브 더 나이트, 더패신저스오브더나이트^The Passengers of the Night",2022,미카엘 허스,"샬롯 갱스부르, 키토 라용-리슈테르, 노에이 아비타, 메건 노덤, 엠마누엘 베아르",프랑스,,"이혼 후 두 자녀와 함께 파리에서의 새 출발을 꿈꾸는 ‘엘리자베트’.즐겨 듣던 심야 라디오의 전화 교환원으로 일하게 된 그는 사연을 통해 만난 소녀 ‘탈룰라’를 집으로 초대한다.자유로운 영혼의 ‘탈룰라’는 가족에게 새로운 바람을 불러오고 아들 ‘마티아스’와는 묘한 감정을 나누며 가까워진다.서로의 온기를 채워가던 어느 날, ‘탈룰라’는 아무런 말도 없이 사라지는데…",111,,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/F/65130,극영화,극장용,20251200,20251200,False,,http://file.koreafilm.or.kr/thm/01/copy/00/75/71/tn_DST924531.jpg,,,,20251021,20251021
 노바디 2,"노바디2^노바디 2^Nobody2, 노바디2^Nobody 2",2025,티모 타잔토,"밥 오든커크, 코니 닐슨, 크리스토퍼 로이드, 샤론 스톤, 르자",미국,유니버설 픽쳐스,아저씨는 쉬고 싶다.가족과 소홀해지는 걸 느낀 ‘허치’.오랜만에 가족들과 떠나는 여름 휴가지는 유년 시절의 추억이 깃든 ‘플러머빌’꿀 같은 휴식을 꿈꿨지만 평온은 온데간데없고… 사건만 터지는데.일도 가족도 고단한 아저씨의 휴가를 쟁탈하기 위한 싸움이 시작된다.,89,청소년관람불가,"액션,코메디,범죄,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/64184,극영화,극장용,20250827,20250827,False,http://file.koreafilm.or.kr/thm/02/99/19/08/tn_DPF031620.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/24/tn_DST910428.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063299_P02.mp4,2025-MF01732,청소년관람불가,20250806,20250710
 신세기 에반게리온 극장판 사도신생,"신세기에반게리온극장판사도신생^신세기 에반게리온 극장판 사도신생^신세기에반게리온 극장판 사도신생, 신세기 에반게리온 극장판사도신생, 신세기 에반게리온극장판 사도신생, 신세기에반게리온 극장판사도신생^Evangelion: Death (True)2   Rebirth",2025,안노 히데아키,"오가타 메구미, 하야시바라 메구미",일본,Khara,"서기 2000년 남극대륙에서 진행된 실험은 인류에게 궤멸적 타격을 줬다. 이 재앙을 사람들은 세컨드 임팩트라고 불렀다.지구의 지축은 뒤틀리고 세계 인구는 격감했다. 그로부터 15년 뒤 인류는 다시 시련의 시기를 맞는다.  사도 라고 불리는 수수께끼의 거대 물체의 출현, 그 사도에 대항하기 위해 암약하는, 특무 기관 네르프. 그 싸움의 중심이 된 것은 14세 소년 이카리 신지. 그는 불안, 불신, 두려움, 분노, 그리고 끝없는 싸움 후에 고독과 절망을 알게 된다.",97,15세이상관람가,"액션,SF",https://www.kmdb.or.kr/db/kor/detail/movie/F/65179,애니메이션,극장용,20251031,20251031,False,http://file.koreafilm.or.kr/thm/02/99/19/18/tn_DPF032075.jpg,,,2025-MF02760,15세이상관람가,20251023,20251023
 화이트 아웃,화이트아웃^화이트 아웃^화이트아웃^White Out^Walking Supply,2023,데릭 반스,"제임스 맥두걸, 더글러스 나이백, 조엘 라벨, 이안 매튜스, 드루 비어거버",캐나다,브릭레인엔터테인먼트,"외부와 단절된 채 어느 폐쇄된 노동 수용소에 수감된 ‘헨리’는 세 명의 수감자와 함께 탈옥하지만, 곧 이들은 거센 눈보라에 고립된다.영하 수십 도의 혹한과 굶주림, 맹수의 위협, 그리고 서로에 대한 불신이 극한으로 치닫는 상황 속에서 ‘헨리’와 세 명의 수감자는 생존을 위해 싸우기 시작하는데…",91,청소년관람불가,"액션,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/64802,극영화,극장용,20251016,20251016,False,http://file.koreafilm.or.kr/thm/02/99/19/15/tn_DPF031955.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/67/tn_DST924180.jpg,,2025-MF02410,청소년관람불가,20250925,20250917
 천국은 없다,천국은없다^천국은 없다^천국은없다^Paradise (Cheongugeun eopda),2024,손승웅,"박정표, 이호원, 기성 앤더슨, 정민성, 이재구, 안이서, 한초이, 황석정, 김경훈, 전은채",대한민국,브릿지프로덕션," 우리 다 같이 천국에서 모입시다 일란성 쌍둥이 형제 ‘일도’와 ‘이도’는 태생부터 잘못된 운명을 타고났다.부모의 원죄로 한 명이 죽어야만 한 명이 살 수 있는 불행의 굴레 틈에서 헤어진 뒤 형제는 십수 년 만에 다시 만난다.상대를 죽이지 않으면 내가 언제 죽을지 모르는 생과 사의 경계, 약육강식의 세계에서 살고 있는 두 형제가 악인들의 틈에서 살아남기 위해 몸부림치는데…",96,청소년관람불가,"가족,범죄,액션,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/K/36997,극영화,극장용,20250625,20250625,False,http://file.koreafilm.or.kr/thm/02/99/19/02/tn_DPK024116.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/67/29/tn_DST850669.jpg,,2024-MF02215,청소년관람불가,20250715,20240705
 애프터매스: 브릿지,"애프터매스:브릿지^애프터매스: 브릿지^애프터매스브릿지, 애프터매스 브릿지, 애프터매스 : 브릿지^Aftermath^Aftermath: The Bridge",2024,패트릭 루시어,"딜런 스프로즈, 메이슨 구딩, 디첸 라크맨, 메건 스토트, 데릭 K. 무어",미국,Voltage Pictures,"포위된 다리, 도시의 심장부가 폭발한다.테러단이 보스턴 다리를 점령한다.여동생과 갇힌 특수부대원이 전사의 본능으로 놈들을 일대일로 격파하지만 중과부적이다.다리는 생중계 인질극의 전쟁터로 급변하고 죄수까지 탈출하면서 최악으로 치닫는데…폭발물을 해체하라. 놈들을 제거하라.폭발이 시작되면 멈출 수 없다",95,15세이상관람가,"액션,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/64552,극영화,극장용,20250925,20250925,False,http://file.koreafilm.or.kr/thm/02/99/19/12/tn_DPF031816.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/24/tn_DST919865.jpg,,2025-MF02255,15세이상관람가,20250926,20250826
 엄마를 버리러 갑니다,"엄마를버리러갑니다^엄마를 버리러 갑니다^엄마를 버리러갑니다, 엄마를버리러 갑니다, Mang Me Di Bo^Leaving Mom (Eommareul beorireo gamnida)^Mang Mẹ Đi Bỏ",2025,모홍진,"투안 트란, 홍 다오, 정일우, 줄리엣 바오 응옥 돌링","대한민국,베트남","모티브픽쳐스㈜,Anh Teu Studio,SATE",거리의 이발사로 일하며 알츠하이머에 걸린 엄마를 혼자 돌보는 아들 ‘환’.점점 기억을 잃어가며 말썽쟁이 어린 아이가 되어가지만 사랑스러운 엄마는 ‘환’의 유일한 가족이자 힘이다.자신조차 알아보지 못하는 엄마를 돌보며 하루하루 버티며 살아가던 ‘환’은 결국 자신의 건강까지 나빠지자 점점 지쳐가게 된다.항상 젊은 시절 지냈던 한국을 그리워하는 엄마를 보고 ‘환’은 결심을 하게 되는데…호치민에서 서울로...한 번도 본 적 없는 형에게… 엄마를 버리러 갑니다 ,118,12세이상관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/K/40172,극영화,극장용,20251105,20251105,False,http://file.koreafilm.or.kr/thm/02/99/19/17/tn_DPK024777.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/65/tn_DST923916.jpg,,2025-MF02740,12세이상관람가,20251022,20250930
 아기돼지 3형제 : 도넛별 대모험,"아기돼지3형제:도넛별대모험^아기돼지 3형제 : 도넛별 대모험^아기돼지3형제도넛별대모험, 아기돼지 3형제 도넛별 대모험, 아기돼지 3형제: 도넛별 대모험^The Three Little Pigs 3",2025,유위,"장미, 김채하, 김아롱, 석승훈, 박준원, 이엽, 왕효동, 홍해천, 나옥정, 호겸",중국,밀리 픽쳐스,"뚠뚠 귀요미들 이번엔 우주로 총출동!냠냠~ 맛있는 도넛별에서 펼쳐지는 달콤 짜릿 우주 대모험!용감한 아기돼지 3형제, 별이 뚱이, 똘이는 우주 영웅 왕코박사를 만나러 도넛별로 향하던 중 사고로 우주선이 얼음별에 불시착하고 만다. 그곳에서 만나 친구가 된 로봇 토토.하지만 토토는 악당 뺑코 박사에게 붙잡혀가고 도넛별과 우주에는 큰 위험이 닥치는데...토토를 구하고 도넛별과 우주의 평화를 지키기 위한 아기돼지3형제의 달콤하고 짜릿한 우주대모험이 시작된다.",71,전체관람가,"어드벤처,판타지",https://www.kmdb.or.kr/db/kor/detail/movie/F/64166,애니메이션,극장용,20250904,20250904,False,http://file.koreafilm.or.kr/thm/02/99/19/11/tn_DPF031744.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/37/tn_DST911751.jpg,,2025-MF01722,전체관람가,20250904,20250709
 씨그널: 바다의 마지막 신호,"씨그널:바다의마지막신호^씨그널: 바다의 마지막 신호^씨그널, 시그널, 씨그널바다의마지막신호, 씨그널 바다의 마지막 신호, 씨그널 : 바다의 마지막 신호, 씨그널: 바다의마지막신호^Seagnal (Ssigeuneol: badaui majimang sinho)",2025,"박정례, 이지윤","미쉘 앙드레, 이유정, 무하마드 루시판, 다니엘 니콜슨, 호세 솔리스, 후디스 카스트로 루세로, 라우라 멜러, Steffen De Vresse, Terry Hughes, Pedro",대한민국,"㈜보더레스랩,㈜망그로브","모든 생명의 시작이자 끝, 바다.그 바다가 지금, 조용히 무너지고 있습니다.고래의 꼬리는 찢겨 나가고, 산호는 색을 잃은 채 침묵하며, 바다는 점점 말라가고 있습니다.해양 쓰레기, 고스트 피싱, 멸종 위기, 해수면 상승…익숙해진 단어들 속에서 우리는 조용히 무너지는 바다의 신호를 놓치고 있습니다.‘씨그널(SEAGNAL)’은 그 신호를 직접 들은 7명의 인물을 통해 바다가 건네는 마지막 이야기를 전합니다.“지금, 당신은 바다의 목소리를 들을 준비가 되었습니까?”",89,전체관람가,사회,https://www.kmdb.or.kr/db/kor/detail/movie/A/13276,다큐멘터리,극장용,20250716,20250716,False,http://file.koreafilm.or.kr/thm/02/99/19/05/tn_DPA002251.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/08/tn_DST908273.jpg,,2025-MF00625,전체관람가,20250730,20250318
 만남의 집,만남의집^만남의 집^만남의집^Home Behind Bars (Mannamui jip),2024,차정윤,"송지효, 도영서, 옥지영, 윤혜리, 김미숙, 박현영",대한민국,㈜고집스튜디오,"15년 차 교도관 태저는 야간 근무 중 담당 수용자의 모친 사망 소식을 듣는다. 어느 겨울 밤, 적막한 장례식장 빈소에서 그 수용자의 딸 준영과 예상 밖의 만남을 갖게 되는 태저. 뜻밖의 만남 이후로 두 사람의 삶에 생생한 순간들이 찾아온다. 태저는 준영에게 말해주고 싶다. 네가 하는 모든 선택들이 모여서 네가 된다는 것을.",122,12세이상관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/K/39195,극영화,극장용,20251015,20251015,False,http://file.koreafilm.or.kr/thm/02/99/19/15/tn_DPK024674.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/71/28/tn_DST885735.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063505_P02.mp4,2025-MF02332,12세이상관람가,20251010,20250424
 리얼 페인,"리얼페인^리얼 페인^어리얼 페인, 어 리얼페인, 어 리얼 페인, 어리얼페인^A Real Pain",2024,제시 아이젠버그,"제시 아이젠버그, 키어런 컬킨, 윌 샤프, 제니퍼 그레이, 커트 에기아완","미국,폴란드","서치라이트 픽쳐스,Extreme Emotions,Fruit Tree","달라도 너무 다른 정반대 사촌과의 여행, 괜찮을까?생김새부터 성격, 취향까지 모든 것이 다른 두 사촌 '데이비드'(제시 아이젠버그)와 '벤지'(키에란 컬킨).돌아가신 할머니를 기리기 위해 오랜만에 재회한다.한때는 형제처럼 친밀했지만 각자의 삶과 가족 등의 이유로 멀어졌던 둘의 관계는 할머니의 고향인 폴란드를 방문해 투어를 떠나게 되면서 새로운 국면을 맞이한다.둘의 극과 극 성격은 투어에서도 균열을 만들고, 예상치 못한 일들이 생기면서, 미묘한 감정의 골 또한 더욱 커져만 가는데...2025년 새해,당신을 위한 웰메이드 로드 무비가 온다!",90,15세이상관람가,"코메디,드라마",https://www.kmdb.or.kr/db/kor/detail/movie/F/60320,극영화,극장용,20250115,20250115,False,http://file.koreafilm.or.kr/thm/02/99/18/60/tn_DPF030213.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/66/48/tn_DST837738.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK061430_P02.mp4,2024-MF03389,15세이상관람가,20250115,20240206
 우리가 빛이라 상상하는 모든 것,"우리가빛이라상상하는모든것^우리가 빛이라 상상하는 모든 것^올 위 이매진 애즈 라이트, 올위이매진애즈라이트, 빛으로 상상하는 모든것, 빛으로상상하는 모든 것, 빛으로 상상하는모든 것, 빛으로상상하는 모든것^All We Imagine as Light",2024,파얄 카파디아,"카니 쿠스루티, 디브야 프라바, 차야 카담, 흐리두 하룬, 아지스 네두망가드","프랑스,인도,네덜란드,룩셈부르크","Petit Chaos,arte France Cinema","대도시 뭄바이, 간호사인 프라바는 독일로 일하러 간 후 연락이 끊긴 남편과의 혼인관계에 묶여있고, 룸메이트 아누는 무슬림 남성과 사랑에 빠졌다. 관습이 허락하지 않는 사랑을 나누는 이 젊은 연인들은 사람들의 눈을 피해 자신들만의 공간을 찾아 뭄바이의 밤거리를 헤맨다. 섬세한 연출로 두 여성의 드라마를 펼쳐내는 영화의 오프닝 시퀀스에서 카메라는 뭄바이에 꿈을 안고 모여든 사람들을 비춘다. 쓰레기를 수거하고, 물품을 실어 나르고, 도시 철도에 몸을 기대선 이들이 카메라를 흘깃 보고, 그들의 보이스오버는 ‘꿈의 도시’ 뭄바이에 대한 자신들의 경험을 이야기한다. 다큐멘터리 스타일과 마술적 리얼리즘이 시적으로 결합된 이 독특한 영화에서 관객들은 주인공 프라바의 특수한 이야기이자 뭄바이를 살아가는 수많은 이들의 보편적 이야기를 만나게 된다. (홍소인)",118,15세이상관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/F/61173,극영화,극장용,20250423,20250423,False,http://file.koreafilm.or.kr/thm/02/99/18/94/tn_DPF031037.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/67/07/tn_DST846776.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK062524_P02.mp4,2025-MF00758,15세이상관람가,20250422,20240527
