title,titleEtc,prodYear,directorNm,actorNm,nation,company,plot,runtime,rating,genre,kmdbUrl,type,use,repRlsDate,releaseDates,isReRelease,posters,stlls,vodUrl,ratingNo,ratingGrade,modDate,regDate
 아바타: 불과 재,"아바타:불과재^아바타: 불과 재^아바타불과재, 아바타 불과 재, 아바타 : 불과 재, 아바타: 불과재, 아바타 불과재^Avatar: Fire and Ash",2025,제임스 카메론,"샘 워싱턴, 조 샐다나, 시고니 위버, 스테판 랭, 케이트 윈슬렛",미국,Lightstorm Entertainment,지금까지 누구도 본 적 없는 압도적 위용의 새로운 ‘판도라’가 깨어난다!마침내 첫선을 보이는 2025년 최고 기대작!,192,,"액션,어드벤처,판타지,SF,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/64288,극영화,극장용,20251200,20251200,False,http://file.koreafilm.or.kr/thm/02/99/19/15/tn_DPF031964.jpg,,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063838_P02.mp4,,,20250722,20250722
 극장판 블리치 : 다이아몬드 더스트 리벨리온,"극장판블리치:다이아몬드더스트리벨리온^극장판 블리치 : 다이아몬드 더스트 리벨리온^劇場版 Bleach The Diamond Dust Rebellion もう一つの氷輪丸^Bleach the Movie: The DiamondDust Rebellion, Bleach : The DiamondDust Rebellion, Bleach : The Diamond Dust R...",2007,아베 노리유키,"박로미, 마츠타니 카야, 모리타 마사카즈, 오리카사 푸미코, 이토 켄타로",일본,Studio Pierrot Co. Ltd.,"소울소사이어티 왕족의 왕인을 빼앗기고, 이를 지키기 위해 싸우던 중 부상을 입은 토시로는 이치고를 찾는다. 이치고는 토시로를 치료해주고 토시로와 함께 왕인을 빼앗은 무리에 대적한다.",93,12세이상관람가,"액션,어드벤처",https://www.kmdb.or.kr/db/kor/detail/movie/F/63542,애니메이션,극장용,20250516,20250516,False,http://file.koreafilm.or.kr/thm/02/99/18/96/tn_DPF031146.jpg,,,2025-MF00888,12세이상관람가,20250424,20250410
 그랑 메종 파리,"그랑메종파리^그랑 메종 파리^グランメゾン・パリ^그랑메종 파리, 그랑 메종파리^Grand Maison Paris",2024,츠카하라 아유코,"기무라 타쿠야, 택연, 스즈키 쿄가, 사와무라 잇키, 오이카와 미츠히로, 타마모리 유타, 칸이치로","일본,영국","Sony Corporation of Japan,Tokyo Broadcasting Syste","파인다이닝의 심장, 프랑스 파리.그곳에서 다시, 꿈을 플레이팅하다!‘그랑 메종 도쿄’로 아시아 최초 미슐랭 3스타를 달성한 천재 셰프 오바나.이번엔 미식의 본고장 파리에서, 새로운 전설에 도전한다.세계의 거장들이 모인 무대, 그곳에서 최초의 아시아 셰프 3스타를 노린다.주방의 불꽃보다 뜨거운 열정,차별을 뚫고, 국경을 넘어모든 것을 건 궁극의 미식 코스를 준비한다.",117,12세이상관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/F/64238,극영화,극장용,20250827,20250827,False,http://file.koreafilm.or.kr/thm/02/99/19/08/tn_DPF031642.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/27/tn_DST910748.jpg,,2025-MF01881,12세이상관람가,20250828,20250717
 말할 수 없는 비밀: 마지막 챕터,"말할수없는비밀:마지막챕터^말할 수 없는 비밀: 마지막 챕터^言えない秘密^말할수 없는 비밀, 말할 수없는 비밀, 말할수 없는비밀, 말할수없는 비밀, 말할 수 없는비밀, 말할수없는비밀마지막챕터, 말할 수 없는 비밀 마지막 챕터, 말할 수 없는 비밀 : 마지막 챕터, 말할수 없는 비밀: 마지막 챕터^Secret a Hidden Score^Ienai Himitsu",2024,카와이 하야토,"쿄모토 타이가, 후루카와 코토네, 요코다 마유, 미우라 료타, 사카구치 료타로",일본,GAGA Corporation," 말할 수 없는 비밀... 대만, 한국 그리고 일본의 '최종장' 시간 너머 이어진 사랑, 그 끝엔 아무도 예상하지 못한 결말이 기다리고 있었다. 이 비밀에 부디 울지 말아줘. ",115,전체관람가,"드라마,멜로/로맨스,판타지",https://www.kmdb.or.kr/db/kor/detail/movie/F/64576,극영화,극장용,20251030,20251030,False,http://file.koreafilm.or.kr/thm/02/99/19/17/tn_DPF032023.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/68/tn_DST924208.jpg,,2025-MF02195,전체관람가,20251014,20250827
 슈퍼맨,슈퍼맨^슈퍼맨^Superman,2025,제임스 건,"데이비드 코런스웻, 레이첼 브로스나한, 니콜라스 홀트, 이사벨라 머세드, 에디 가테지, 나단 필리온, 마리아 가브리엘라 데 파리아, 사라 삼파이우, 앤서니 캐리건, 프랭크 그릴로",미국,워너브러더스,"세상의 희망인가, 위협인가?‘슈퍼맨’은 오늘도 세계 곳곳의 위협에 맞서 싸우지만, 시민들의 반응은 극과 극으로 갈린다.한편, ‘렉스 루터’는 ‘슈퍼맨’을 무너뜨릴 비밀을 손에 넣고 역대 최강의 슈퍼-빌런들과 함께 총 공격에 나선다.‘슈퍼맨’은 첫 패배와 함께 이들의 계속된 공세에 직면하고 모든 것을 바로잡기 위해 슈퍼독 ‘크립토’와 함께 맞서게 되는데…과연 그는 이 전례 없는 위기에서 다시 날아오를 수 있을까?올여름, 가장 강력한 슈퍼히어로 블록버스터가 온다!",129,12세이상관람가,"액션,SF,어드벤처",https://www.kmdb.or.kr/db/kor/detail/movie/F/62660,극영화,극장용,20250709,20250709||20250709,True,http://file.koreafilm.or.kr/thm/02/99/19/01/tn_DPF031298.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/73/tn_DST904995.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063038_P02.mp4,2025-MF01527||2025-MF01570,12세이상관람가||12세이상관람가,20250708,20250107
 악의 도시,악의도시^악의 도시^악의도시^The Devil You Know (Agui dosi),2025,현우성,"현우성, 한채영, 장의수, 김혜은, 배재원, 우희진, 이경민, 문정기",대한민국,에스에프드림,"인간을 믿는 자, 믿지 못하는 자그리고 인간을 이용하는 자인간의 선한 마음을 믿는 스타 강사 ‘유정’은 자신에게 호감을 표현하는 사교성 좋은 사업가 ‘선희’를 만난다.‘유정’은 가정을 지키기 위해 ‘선희’와 거리를 두려고 하지만그날 밤, 전혀 예상치 못한 사건이 발생하고, ‘선희’의 태도는 완전히 달라진다.모든 것이 급변한 그 순간, ‘유정’은 자신도 모르게 깊은 함정 속으로 끌려 들어간다.‘유정’의 친한 동생이자 인간을 쉽게 믿지 않는 ‘강수’는, 두 사람의 심상치 않은 분위기를 감지하고 예의주시한다.특히, ‘선희’가 주는 꺼림칙한 느낌은 점점 불길한 예감을 강하게 만드는데…",103,15세이상관람가,스릴러,https://www.kmdb.or.kr/db/kor/detail/movie/K/39445,극영화,극장용,20250620,20250620,False,http://file.koreafilm.or.kr/thm/02/99/19/01/tn_DPK024089.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/72/83/tn_DST901638.jpg,,2025-MF01305,15세이상관람가,20250819,20250604
 차은우 브이알 콘서트 : 메모리즈,"차은우브이알콘서트:메모리즈^차은우 브이알 콘서트 : 메모리즈^차은우 브이알 콘서트 메모리즈, 차은우브이알콘서트메모리즈, 차은우 브이알 콘서트: 메모리즈^Cha Eun-Woo VR Concert : Memories (Chaeunu beuial konseoteu : memorijeu)",2025,김지애,차은우,대한민국,(주)어메이즈브이알코리아,"너의 선택에 맡길게, 우리의 엔딩‘차은우 VR 콘서트 : MEMORIES’ (메모리즈)연기와 음악을 넘나드는 올라운더, 글로벌 스타 차은우의 첫 번째 VR 콘서트!이곳에 오기 전까지 당신의 현실이 어떤 장르였는지 모르지만, 오늘 이후의 삶은 로맨스 판타지그 로맨스의 주인공은 바로 차은우, 그리고 당신이 된다.설렘, 사랑, 이별, 그리고 다시 찾아온 기억.함께하는 감정의 여정 속에서 당신은 어느새 이야기의 일부가 되고, 기억을 따라 다음 장면을 완성해 나간다.추억의 물건, 사진, 장소…다음 장면의 단서가 되는 요소들을 직접 선택하며 ‘우리만의 기억’을 만들어가는 인터랙티브한 경험차은우는 감성적인 연기와 퍼포먼스를 통해 감정을 극대화하고 음악은 장면마다 스며들어 드라마와 같은 몰입을 준다.꿈꾸고 사랑하며, 아프고 방황했던 순간들.12K 초고화질의 환상적인 공간 속에서 차은우가 당신만을 위한 이야기의 결말을 건넨다!",58,전체관람가,뮤직,https://www.kmdb.or.kr/db/kor/detail/movie/A/13421,(실황)공연물,극장용,20250618,20250618,False,http://file.koreafilm.or.kr/thm/02/99/19/02/tn_DPA002232.jpg,,,2025-MF01319,전체관람가,20250612,20250604
 꼬마돼지 베이브와 타피티,"꼬마돼지베이브와타피티^꼬마돼지 베이브와 타피티^Tafiti - Ab durch die Wüste^꼬마 돼지 베이브와 타피티, 꼬마 돼지 베이브와타피티, 꼬마돼지 베이브와타피티, 꼬마돼지베이브와 타피티, Tafiti - Ab durch die Wuste, Tafiti_Across the Desert^Tafiti - Across the Desert",2025,니나 웰스,"최현지, 석승훈, 코지마 헨만, 더스틴 세멜로게, 캐슬린 레니시",독일,"리틀드림 엔터테인먼트,Red Parrot Studios,Tradewind Pictures","너~무 다른 꼬마돼지 ‘베이브’와 미어캣 ‘타피티’의 진정한 친구를 찾는 사막 대모험!혼자 있고 싶은 ‘타피티’와 가족을 만들고 싶은 ‘베이브’는 가족을 지키다가 독사에 물린 ‘타피티’의 할아버지를 위한 해독제인 전설 속 파란 꽃을 찾으러 사막으로 떠난다.종도 달라, 성격도 달라!험난한 모험은 계속되는 가운데, ‘타피티’와 ‘베이브’는 한 순간도 조용하지 않고 티격태격 다툰다.굶주린 거대 독수리가 둘을 쫓고 있다는 사실도 모른 채!너무 다른 두 친구, 과연 무사히 이 모험을 끝낼 수 있을까?",81,전체관람가,어드벤처,https://www.kmdb.or.kr/db/kor/detail/movie/F/64957,애니메이션,극장용,20251106,20251106,False,http://file.koreafilm.or.kr/thm/02/99/19/17/tn_DPF032024.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/75/67/tn_DST924155.jpg,,2025-MF02551,전체관람가,20251013,20250930
 보스,보스^보스^Boss (Boss),2025,라희찬,"조우진, 정경호, 박지환, 이규형, 이성민, 오달수, 황우슬혜, 정유진, 고창석, 정규수",대한민국,하이브미디어코프,"갑작스러운 보스의 죽음! 차기 보스는 누구?!보스 후보1. 차기 보스 0순위지만, 조직이 아닌 중식당 미미루로 전국구 평정을 꿈꾸는 ‘순태’(조우진)보스 후보2. 조직 내 입지는 충분하나 운명처럼 만난 탱고에 인생을 건, 차기 보스 유력자 ‘강표’(정경호)보스 후보3. 유일하게 보스를 갈망하지만, 그 누구도 보스감이라 생각하지 않는, 보스 부적격자 ‘판호’(박지환)그리고 미미루 배달원으로 잠입한 언더커버 경찰 ‘태규’(이규형)까지 가세하며 치열한 보스 ‘양보’ 전은 예측불허 대혼란으로 치닫는데..세력 전쟁보다 살벌한 보스 대결 양보 전쟁!올 추석, 웃기는 놈이 보스다!",98,15세이상관람가,"액션,코메디",https://www.kmdb.or.kr/db/kor/detail/movie/K/39914,극영화,극장용,20251003,20251003,False,http://file.koreafilm.or.kr/thm/02/99/19/12/tn_DPK024533.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/45/tn_DST912576.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063415_P02.mp4,2025-MF02386,15세이상관람가,20251014,20250811
 폴아웃,폴아웃^폴 아웃^Cesium Fallout,2024,반요명,"유덕화, 백우, 막문위, 사군호, 왕원지, 왕단니, 요자여","홍콩,중국",알리바바 픽쳐스 그룹,"홍콩의 전자 폐기물 밀수기업 DOE. 돈을 위해서라면 불법적인 일도 마다하지 않는다.DOE의 대형 재활용 공장에서 원인 모를 화재가 발생하고, 소방관들은 죽을지 모를 환경 속에서도 화재 진압과 구조를 위해 의기투합한다.하지만 화재와 함께 퍼진 방사능 물질들로 인해 홍콩은 아비규환에 빠지고, 소방관들은 누군가의 가족, 친구, 사랑하는 사람들을 지키기 위해 목숨을 건 작전을 펼치게 되는데...",136,12세이상관람가,"액션,드라마",https://www.kmdb.or.kr/db/kor/detail/movie/F/63352,극영화,극장용,20250402,20250402,False,http://file.koreafilm.or.kr/thm/02/99/18/88/tn_DPF030929.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/70/81/tn_DST881661.jpg,,2025-MF00630,12세이상관람가,20250326,20250319
 남으로 가는 길,"남으로가는길^남으로 가는 길^남으로가는 길, 남으로 가는길^On the Way to South (Nameuro ganeun gil)^Өмнөдийг зорих замд",2024,"김상래, BATTULGA SUVID","박광현, 오수정, 최준용, 권남희, 양희상, 김재운, 정종우, 강필선, 신용훈, 이재용","대한민국,몽골","(주)코탑미디어,Hulegu Pictures",분단이라는 역사적 아픔이 만든 비극 속에서 자유를 향한 탈북민의 목숨을 건 탈출과그들의 자유를 수호하기 위한 몽골 국격수비대의 이야기실화 바탕의 고비사막 100% 올로케이션 촬영 / 한몽 국제공동제작,118,15세이상관람가,"드라마,액션,가족,전쟁",https://www.kmdb.or.kr/db/kor/detail/movie/K/38423,극영화,극장용,20250402,20250402,False,http://file.koreafilm.or.kr/thm/02/99/18/81/tn_DPK023561.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/70/71/tn_DST881144.jpg,,2025-MF00470,15세이상관람가,20250821,20250227
 3670,"3670^삼육칠공, 삼천육백칠십^3670",2025,박준호,"조유현, 김현목, 조대희, 배한솔, 임지형, 전두식, 하승우, 윤설, 차미경, 김진이",대한민국,오롯필름,"종로3가, 6번 출구, 7시여기서부터 시작이야자유를 찾아 북에서 온 ‘철준’에게는 탈북자 친구들에게도 말할 수 없는 비밀이 있다.어디에서도 속하지 못한 채 혼자만의 외로움을 견디던 ‘철준’은우연히 만난 동갑내기 ‘영준’의 도움으로 이제껏 알지 못했던 세계와 마주한다.‘영준’은 ‘철준’의 친구가 되어주고 ‘철준’ 역시 조금씩 마음을 열어간다.하지만 인기남 ‘현택’의 등장과 함께 ‘철준’과 ‘영준’의 마음에 묘한 파장이 일어나며두 사람의 관계는 예상치 못한 방향으로 가는데…너를 통해우리가 될 수 있었던 시간",124,15세이상관람가,"드라마,멜로/로맨스",https://www.kmdb.or.kr/db/kor/detail/movie/K/39059,극영화,극장용,20250903,20250903,False,http://file.koreafilm.or.kr/thm/02/99/19/10/tn_DPK024443.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/71/04/tn_DST883485.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063484_P02.mp4,2025-MF01953,15세이상관람가,20250926,20250410
 파란,"파란^로스트, 破卵^Lost (Paran)",2023,강동인,"이수혁, 하윤경, 김현, 임영주, 권다함, 김학선, 전운종, 오창경, 김은석, 고은민",대한민국,㈜투이제이스튜디오,뺑소니범 아버지의 폐를 기증받은 ′태화′는 죄책감으로부터 벗어나고자 사고 피해자의 딸 ′미지′를 찾아 나선다.,105,15세이상관람가,"드라마,미스터리",https://www.kmdb.or.kr/db/kor/detail/movie/K/34419,극영화,극장용,20250409,20250409,False,http://file.koreafilm.or.kr/thm/02/99/18/90/tn_DPK023661.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/64/64/tn_DST800350.jpg,,2025-MF00672,15세이상관람가,20250721,20230424
 28년 후: 뼈의 사원,"28년후:뼈의사원^28년 후: 뼈의 사원^28년후뼈의사원, 28년 후 뼈의 사원, 28년 후 : 뼈의 사원^28 Years Later: The Bone Temple",2026,니아 다코스타,"랄프 파인즈, 잭 오코넬, 알피 윌리엄스, 에린 켈리먼, 치 루이스 페리","영국,미국","Columbia Pictures,DNA Films,Decibel Films,Sony Pic","진짜 공포는 이제부터 시작이다!전 세계 1억 5천만 달러 흥행 수익 돌파! 시리즈 역대 최고 흥행 신기록!‘레전드 좀비물’의 흥행 역사를 새로 쓴  28년 후 , 그 두 번째 막이 오른다!",,,공포,https://www.kmdb.or.kr/db/kor/detail/movie/F/64643,극영화,극장용,20260100,20260100,False,,,,,,20250904,20250904
 바다 탐험대 옥토넛 어보브 앤 비욘드 : 콰지의 깜짝 어드벤처,"바다탐험대옥토넛어보브앤비욘드:콰지의깜짝어드벤처^바다 탐험대 옥토넛 어보브 앤 비욘드 : 콰지의 깜짝 어드벤처^Octonauts: Above and Beyond –Season 2, Octonauts: Above and Beyond–Season 2, 바다 탐험대옥토넛어보브앤비욘드콰지의깜짝어드벤처, 바다 탐험대 옥토넛 어보브 앤 비욘드 콰지의 깜짝 어드벤처, 바...",2025,패트리스 베루베,"하성용, 정재헌, 엄상현, 윤승희, 김율, 유동균, 한경화, 김정은, 박성영",영국,Vampire Squid Production Ltd.,"#1. 거미게의 방어법오래전 침몰한 전설의 해적선 ‘짠바다 고양이호’를 찾던 칼리코 잭과 피트.난파선 옆에서 빈 거미게 껍데기더미를 발견하고 옥토경보를 울린다.무시무시한 바다괴물 ‘꿀꺽이빨’의 짓임을 직감한 콰지가 비밀을 밝히러 출동!#2. 끓어오르는 강전설의 ‘끓어오르는 강’을 찾아 페루로 떠난 콰지와 포니!그러다 지도를 물에 빠뜨려 길을 잃고 마는데…자욱한 안개까지 가득 깔린 숲을 둘은 무사히 통과할 수 있을까?#3. 사막 친구들동물들 건강 검진을 위해 소노라 사막을 찾은 콰지, 페이소, 펄, 페리윙클!콰지와 페리윙클은 팀을 이뤄 겨울잠을 자는 쏙독새를 지키기로 한다.그런데 사막에 부는 사악한 ‘마녀바람’의 낌새가 심상치 않다!#4. 군함조갈라파고스 섬을 탐사하던 트래커가 어려움에 처한 새를 발견하고 옥토넛에 도움을 청하자 콰지가 출동한다.비행 탐험선 테라 6호에 탄 콰지와 말썽쟁이 군함조의 공중전 시~작!#5. 길 잃은 병코돌고래함께 아일랜드로 염수 호수 탐사를 나간 콰지와 포니.썰물이 되면서 바다로 돌아가지 못하고 호수에 갇힌 돌고래 남매를 만난다.콰지와 포니는 어린 돌고래들을 무사히 바다로 돌려보낼 수 있을까?",59,전체관람가,"액션,어드벤처",https://www.kmdb.or.kr/db/kor/detail/movie/F/64553,애니메이션,극장용,20250927,20250927,False,http://file.koreafilm.or.kr/thm/02/99/19/11/tn_DPF031780.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/53/tn_DST913290.jpg,,2025-MF02243,전체관람가,20250829,20250826
 #진상을 말씀드립니다,"#진상을말씀드립니다^#진상을 말씀드립니다^#真相をお話しします^#I Will Tell You the Truth, # 진상을 말씀드립니다, # 진상을말씀드립니다^#Iwilltellyouthetruth^Shinso wo Ohanashi Shimasu",2025,토요시마 케이스케,"오모리 모토키, 키쿠치 후마, 나카죠 아야미, 오카야마 아마네, 후쿠모토 리코",일본,TBS,"XX 의 비극은 XX의 도파민이다!동시접속자가 70만 명이 넘는 화제의 라이브 방송 [#진상을 말씀드립니다]랜덤 선정된 익명의 스피커가 스캔들, 사건, 소문의 진상을 폭로하면 거액의 후원금을 받을 수 있어 일본 전체가 들끓고 있다.고자극 고수익. 로또보다 높은 대박 확률에 스피커 경쟁률도 어마어마하다.경비원 키리야마와 세입자 스즈키도 #진상채널의 애청자.하루아침에 잘 나가던 회사원에서 빚쟁이 은둔자된 키리야마의 사연을 들은 스즈키는 스피커로 나가 볼 것을 권하는데! 3년 전 그 사건을 밝히라는 거야? ",117,15세이상관람가,"미스터리,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/63999,극영화,극장용,20250924,20250924,False,http://file.koreafilm.or.kr/thm/02/99/19/11/tn_DPF031774.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/52/tn_DST913248.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063462_P02.mp4,2025-MF02119,15세이상관람가,20250923,20250625
 8번 출구,8번출구^8번 출구^8番出口^The Exit 8^Exit 8^8-ban deguchi,2025,카와무라 겐키,"니노미야 카즈나리, 코치 야마토, 고마츠 나나, 아사누마 나루, 하나세 코토네",일본,STORY inc.   AOI Pro.,방심하는 순간 영원히 이곳에 갇힌다!무한루프 속 이상 현상을 찾아 탈출하라!끝없이 반복되는 지하도에 갇힌 ‘헤매는 남자’아래의 규칙에 따라 8번 출구로 탈출해야만 한다.1. 단 하나의 이상 현상도 놓치지 말 것.2. 이상 현상을 발견하면 즉시 되돌아갈 것.3. 이상 현상이 없다면 앞으로 나아갈 것.4. 8번 출구를 통해서 밖으로 나갈 것.,95,12세이상관람가,"액션,공포,어드벤처,미스터리,스릴러",https://www.kmdb.or.kr/db/kor/detail/movie/F/64554,극영화,극장용,20251022,20251022||20251022,True,http://file.koreafilm.or.kr/thm/02/99/19/16/tn_DPF031973.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/74/55/tn_DST913495.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063502_P02.mp4,2025-MF02705||2025-MF02430,12세이상관람가||12세이상관람가,20251021,20250827
 기빗올: 우리들의 썸머,"기빗올:우리들의썸머^기빗올: 우리들의 썸머^がんばっていきまっしょい^기빗올우리들의썸머, 기빗올 우리들의 썸머, 기빗올 : 우리들의 썸머, 기빗 올: 우리들의 썸머^Give It All",2024,사쿠라기 유헤이,"아마미야 소라, 이토 미쿠, 하세가와 이쿠미, 타카하시 리에, 키토 아카리",일본,Studio Moe,"눈부신 바다, 빛나는 우정함께한 모든 순간이 우리의 여름을 만들었다!자신이 특별하지 않다는 사실을 너무 일찍 깨달아버린 소녀 ‘에츠코’.어느 날, 전학 온 친구의 부탁으로 학교 조정부에 가입하게 되고 처음으로 온 힘을 다해 잘해보고 싶다는 마음을 가지게 되는데...포기하지 않는 한, 청춘은 멈추지 않아!온 마음을 걸었던 그 여름, 영원히 빛날 우리들의 눈부신 레이스!캐치! 로!★",95,전체관람가,드라마,https://www.kmdb.or.kr/db/kor/detail/movie/F/63689,애니메이션,극장용,20250618,20250618,False,http://file.koreafilm.or.kr/thm/02/99/19/02/tn_DPF031321.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/10/tn_DST903996.jpg,,2025-MF01198,전체관람가,20250610,20250604
 어네스트와 셀레스틴: 멜로디 소동,"어네스트와셀레스틴:멜로디소동^어네스트와 셀레스틴: 멜로디 소동^어네스트와셀레스틴멜로디소동, 어네스트와 셀레스틴 멜로디 소동, 어네스트와 셀레스틴 : 멜로디 소동^Ernest   Celestine: A Trip to Gibberitia",2022,"장-클리스토페 로저, 줄리엔 청","람베르 윌슨, 폴린 브루너, 미셸 르루소, 셀린 론테, 레바나 솔로몬",프랑스,Folivari,세상의 편견을 뛰어넘은 절친음악가 곰 ‘어네스트’와 꼬마 생쥐 ‘셀레스틴’둘은 ‘어네스트’의 망가진 바이올린을 고치러 그의 고향 ‘샤라비’로 향한다.오랜만에 찾은 거리에는 음악이 금지되어 침묵만이 흐르고 ‘어네스트’의 숨겨진 과거가 드러나는데…사라진 멜로디를 되찾기 위한 ‘곰’과 ‘생쥐’의 특별한 우정이 다시 시작된다!,80,전체관람가,어드벤처,https://www.kmdb.or.kr/db/kor/detail/movie/F/63672,애니메이션,극장용,20250611,20250611,False,http://file.koreafilm.or.kr/thm/02/99/19/00/tn_DPF031223.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/72/72/tn_DST900080.jpg,https://www.kmdb.or.kr/trailer/trailerPlayPop?pFileNm=MK063003_P02.mp4,2025-MF01068,전체관람가,20250528,20250430
 도쿄 리벤저스2: 운명,"도쿄리벤저스2:운명^도쿄 리벤저스2: 운명^東京リベンジャーズ2 血のハロウィン編 -運命-^도쿄리벤저스2운명, 도쿄 리벤저스2 운명, 도쿄 리벤저스2 : 운명, 도쿄 리벤저스 2: 운명, 도쿄 리벤저스 2 : 운명^Tokyo Revengers 2 Part.1^Tokyo Revengers 2: Bloody Halloween - Destiny",2023,하나부사 츠토무,"키타무라 타쿠미, 야마다 유키, 스기노 요스케, 이마다 미오, 요시자와 료",일본,Ponycanyon,"첫사랑 ‘히나타’를 눈앞에서 또다시 잃은 ‘타케미치’는 그녀를 살리기 위해 다시 과거로 향한다.하지만 미래를 바꾸기 위해서는 친구들의 비극적인 운명부터 되돌려야만 하는데…서로 등을 돌린 도쿄 만지회의 창설 멤버들, 그리고 거대한 싸움의 시작!과연 ‘타케미치’는 다시 한번 모두를 구할 수 있을까?",90,15세이상관람가,"드라마,액션,SF",https://www.kmdb.or.kr/db/kor/detail/movie/F/63671,극영화,극장용,20250529,20250529,False,http://file.koreafilm.or.kr/thm/02/99/19/00/tn_DPF031206.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/72/66/tn_DST899679.jpg,,2025-MF01049,15세이상관람가,20250919,20250430
 극장판 블리치 : 지옥편,"극장판블리치:지옥편^극장판 블리치 : 지옥편^劇場版 BLEACH 地獄篇^극장판블리치지옥편, 극장판 블리치 지옥편, 극장판 블리치: 지옥편, 극장판블리치4:지옥편, 블리치 극장판 4, 블리치 극장판 - 지옥편^Bleach the Movie : Hell Verse^극장판 블리치 4 : 지옥편",2010,아베 노리유키,"모리타 마사카즈, 후루야 토루, 나카이 카즈야, 오리카사 후미코, 이토 켄타로",일본,Studio Pierrot Co. Ltd.,"생전에 대죄를 저지른 자들이 보내어지는 지옥, 이곳에서 죄인들의 일대 반란이 일어난다. 그들이 노리는 것은 이치코가 살고 있는 카라쿠라 마을. 이치코 일행은 지옥의 무시무시한 죄인들로부터 마을을 지켜낼 수 있을 것인가.",94,15세이상관람가,"액션,어드벤처",https://www.kmdb.or.kr/db/kor/detail/movie/F/63673,애니메이션,극장용,20250627,20250627,False,http://file.koreafilm.or.kr/thm/02/99/19/03/tn_DPF031400.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/73/72/tn_DST904886.jpg,,2025-MF01080,15세이상관람가,20250617,20250430
 캐시 아웃 2,"캐시아웃2^캐시 아웃 2^캐시 아웃2, 캐시아웃 2, Cash Out: High Rollers^Cash Out 2: High Rollers",2025,랜달 에멧,"존 트라볼타, 지나 거손, 루카스 하스, 퀘이보, 나탈리 유라",미국,"BondIt Media Capital,Convergence Entertainment Gro",은퇴한 은행털이범들이 납치된 동료를 구출하는 조건으로 카지노 금고 절도에 나서게 되는 이야기를 그린 극영화,101,15세이상관람가,"액션,범죄",https://www.kmdb.or.kr/db/kor/detail/movie/F/64026,극영화,극장용,20250627,20250627,False,http://file.koreafilm.or.kr/thm/02/99/19/05/tn_DPF031470.jpg,,,2025-MF01597,15세이상관람가,20250626,20250626
